id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
1995,2019-11-01,,Month-to-month,Yes,Electronic check,20.25,61.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
1997,2015-11-01,,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,Fiber optic,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
1999,2018-10-01,2020-01-01,Month-to-month,No,Electronic check,75.65,1146.65,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
2001,2014-10-01,,Month-to-month,Yes,Electronic check,94.25,6081.4,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
2003,2017-01-01,,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,No,0
2005,2019-01-01,,Two year,No,Mailed check,19.95,243.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2007,2016-01-01,,One year,Yes,Electronic check,55.35,2633.95,DSL,Yes,No,No,No,No,No,Male,0,Yes,No,Yes,0
2009,2016-05-01,,One year,Yes,Bank transfer (automatic),102.15,4735.35,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
2010,2018-08-01,,Month-to-month,Yes,Electronic check,71.1,1247.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2012,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,74.7,74.7,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
2014,2014-06-01,,Two year,Yes,Bank transfer (automatic),54.1,3794.5,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
2016,2015-08-01,,Two year,No,Credit card (automatic),19.65,1008.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2018,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,Yes,Yes,No,0
2020,2018-05-01,2019-10-01,Month-to-month,Yes,Electronic check,76.65,1313.55,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,1
2022,2014-03-01,,Two year,No,Credit card (automatic),80.4,5727.15,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
2024,2014-07-01,,Two year,Yes,Bank transfer (automatic),19.25,1372.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2026,2018-12-01,,Month-to-month,Yes,Electronic check,84.8,1203.9,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
2028,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,25.8,25.8,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
2030,2014-11-01,,Two year,No,Credit card (automatic),19.5,1215.1,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
2032,2016-09-01,,One year,Yes,Electronic check,68.6,2877.05,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,0
2034,2018-09-01,,Month-to-month,No,Electronic check,92.6,1579.7,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,No,Yes,0
2036,2015-06-01,,One year,Yes,Electronic check,100.55,5514.95,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
2038,2019-09-01,,Month-to-month,No,Credit card (automatic),20.55,96.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2040,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,42.6,72.4,DSL,Yes,Yes,No,No,No,Yes,Female,0,No,No,No,1
2042,2019-11-01,,Month-to-month,Yes,Mailed check,19.6,55.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2044,2017-01-01,,One year,No,Electronic check,67.45,2443.3,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
2046,2017-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,No,No,No,1
2048,2019-06-01,,Month-to-month,No,Mailed check,43.55,335.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
2050,2014-11-01,,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2052,2019-07-01,,Month-to-month,No,Mailed check,20.65,158.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2056,2014-02-01,,Two year,No,Bank transfer (automatic),21.0,1493.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2058,2018-07-01,,Month-to-month,Yes,Electronic check,56.2,1093.4,DSL,No,No,No,No,No,Yes,Female,0,No,No,No,0
2060,2015-03-01,,Two year,No,Bank transfer (automatic),18.4,1057.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2062,2019-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),90.0,190.05,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,No,1
2064,2017-03-01,,Month-to-month,Yes,Electronic check,25.75,882.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
2065,2018-12-01,,Month-to-month,No,Credit card (automatic),19.6,300.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4705,2019-02-01,,Month-to-month,No,Mailed check,20.3,246.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
572,2015-02-01,,Two year,Yes,Credit card (automatic),19.25,1103.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
4707,2015-02-01,,Month-to-month,Yes,Electronic check,99.0,6017.9,Fiber optic,No,No,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
2067,2018-10-01,2019-12-01,Month-to-month,No,Electronic check,75.35,1025.95,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
2069,2014-05-01,,Two year,No,Credit card (automatic),19.8,1436.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2071,2019-07-01,,Month-to-month,No,Electronic check,64.2,475.0,DSL,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,Yes,0
2073,2014-05-01,,Two year,Yes,Bank transfer (automatic),75.75,5388.15,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
2075,2014-02-01,,Two year,Yes,Electronic check,78.95,5730.15,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2077,2019-03-01,2019-11-01,Month-to-month,No,Electronic check,100.85,819.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,1
2078,2019-10-01,,Month-to-month,No,Electronic check,50.3,217.1,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
2079,2014-11-01,,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
2080,2014-02-01,,Two year,No,Bank transfer (automatic),19.85,1434.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2081,2016-04-01,,Two year,Yes,Electronic check,21.1,937.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2094,2019-07-01,2019-12-01,Month-to-month,No,Electronic check,69.95,330.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,1
2096,2017-08-01,,Month-to-month,Yes,Mailed check,50.0,1474.9,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,0
2104,2014-11-01,,Two year,Yes,Bank transfer (automatic),104.75,6536.5,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
2106,2015-02-01,,Two year,No,Bank transfer (automatic),19.85,1128.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2108,2014-07-01,2019-10-01,One year,Yes,Electronic check,107.5,6873.75,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
2110,2018-01-01,,Month-to-month,No,Electronic check,85.9,2199.05,Fiber optic,No,No,No,Yes,Yes,No,Male,0,Yes,Yes,No,0
2112,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,45.85,45.85,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
2114,2019-08-01,,Month-to-month,Yes,Electronic check,80.8,457.1,Fiber optic,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,0
2118,2017-07-01,,Two year,No,Bank transfer (automatic),80.55,2471.6,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
2120,2016-11-01,,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,Fiber optic,No,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
2122,2017-12-01,,Month-to-month,No,Mailed check,20.9,518.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2124,2015-08-01,2020-01-01,One year,Yes,Bank transfer (automatic),106.1,5769.75,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
2126,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,91.7,91.7,Fiber optic,No,Yes,No,Yes,Yes,No,Female,0,No,No,No,1
2128,2019-02-01,,Month-to-month,Yes,Electronic check,67.25,832.3,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,Yes,0
2130,2018-08-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Fiber optic,No,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,1
2132,2019-12-01,,Month-to-month,No,Mailed check,20.35,45.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2136,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,74.95,74.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
2138,2019-07-01,,Month-to-month,No,Mailed check,34.65,246.6,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
2140,2019-10-01,,Month-to-month,No,Electronic check,69.35,261.65,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
2142,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,95.35,898.35,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,1
2145,2015-07-01,,Month-to-month,Yes,Electronic check,81.55,4509.5,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
2147,2014-02-01,,Two year,Yes,Bank transfer (automatic),75.4,5480.25,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
2149,2019-04-01,,Month-to-month,Yes,Credit card (automatic),67.8,653.15,DSL,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
2151,2019-03-01,,Month-to-month,Yes,Electronic check,111.4,1183.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0
2153,2018-11-01,,Month-to-month,No,Electronic check,46.3,639.45,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2155,2018-03-01,,Two year,No,Bank transfer (automatic),20.4,478.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2157,2020-01-01,,Month-to-month,No,Mailed check,20.05,20.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
2159,2019-10-01,2020-01-01,Month-to-month,No,Electronic check,45.0,127.1,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
2162,2016-03-01,,One year,Yes,Electronic check,96.1,4391.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,Yes,No,0
2168,2014-06-01,,One year,Yes,Bank transfer (automatic),60.65,3975.9,DSL,No,Yes,Yes,Yes,No,No,Female,1,Yes,No,No,0
2170,2018-06-01,2019-11-01,One year,No,Bank transfer (automatic),98.6,1704.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
2172,2019-06-01,2020-01-01,Month-to-month,Yes,Mailed check,59.5,415.95,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,1
2174,2019-01-01,2020-01-01,Month-to-month,Yes,Electronic check,80.45,950.2,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,1
2176,2018-05-01,,One year,No,Bank transfer (automatic),71.7,1497.05,DSL,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,0
2178,2018-05-01,,Month-to-month,Yes,Mailed check,36.0,780.15,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
2180,2015-06-01,,One year,No,Bank transfer (automatic),65.2,3512.15,DSL,Yes,No,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
2182,2019-08-01,,Month-to-month,Yes,Credit card (automatic),48.95,273.25,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
2217,2017-04-01,2019-10-01,Month-to-month,Yes,Electronic check,90.25,2755.35,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
2219,2018-09-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,DSL,Yes,No,No,No,No,Yes,Female,0,No,No,Yes,1
2221,2014-05-01,,One year,No,Credit card (automatic),95.75,6511.25,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
2222,2014-09-01,,Two year,Yes,Credit card (automatic),19.55,1218.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2225,2014-02-01,,Two year,Yes,Credit card (automatic),104.1,7447.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,No,0
2227,2018-12-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Fiber optic,No,Yes,No,Yes,No,Yes,Male,1,Yes,No,No,1
2229,2018-09-01,,One year,Yes,Mailed check,20.1,279.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2231,2015-11-01,,One year,Yes,Electronic check,111.55,5720.35,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2234,2015-11-01,,Two year,No,Credit card (automatic),60.5,3121.45,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
2236,2014-02-01,,Two year,Yes,Bank transfer (automatic),90.95,6468.6,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
2237,2014-06-01,2020-01-01,One year,No,Electronic check,87.4,5918.8,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,1
2239,2017-04-01,,Month-to-month,No,Mailed check,19.7,675.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
2241,2014-07-01,,Two year,Yes,Bank transfer (automatic),50.95,3521.7,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,No,0
2243,2016-01-01,,One year,Yes,Bank transfer (automatic),20.05,923.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2245,2015-09-01,,Two year,Yes,Mailed check,19.4,1110.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2247,2017-11-01,,Month-to-month,No,Electronic check,59.45,1611.65,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,0
2249,2018-02-01,2020-01-01,Month-to-month,Yes,Electronic check,94.75,2293.6,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,No,1
2251,2014-05-01,,Two year,Yes,Credit card (automatic),81.5,5553.25,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
2253,2019-12-01,,Month-to-month,No,Bank transfer (automatic),29.05,44.75,DSL,No,No,No,Yes,No,No,Female,0,Yes,Yes,No,0
2255,2017-01-01,2019-12-01,Month-to-month,Yes,Electronic check,86.45,3029.1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
2257,2016-04-01,,One year,No,Mailed check,70.6,3231.05,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,No,No,0
2259,2015-08-01,,Two year,Yes,Bank transfer (automatic),97.2,5129.45,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
2261,2015-05-01,2020-01-01,One year,Yes,Electronic check,98.25,5508.35,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
2263,2019-02-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No,1
2265,2018-06-01,,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,0
2267,2019-03-01,,Month-to-month,Yes,Mailed check,75.9,866.4,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,0
2269,2017-08-01,,Month-to-month,Yes,Electronic check,90.05,2627.2,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,No,Yes,0
2271,2014-06-01,,Two year,No,Bank transfer (automatic),70.95,4741.45,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,No,No,0
2273,2016-12-01,,Month-to-month,Yes,Electronic check,102.6,4009.2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
2276,2018-06-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Fiber optic,Yes,No,Yes,No,No,No,Female,1,Yes,No,Yes,1
2278,2015-12-01,2019-12-01,One year,Yes,Credit card (automatic),106.1,5082.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
2280,2020-01-01,,Month-to-month,No,Electronic check,43.8,43.8,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
2282,2014-11-01,,Two year,No,Electronic check,59.0,3707.6,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
2284,2019-11-01,,One year,Yes,Electronic check,69.95,220.45,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
2286,2016-02-01,,One year,No,Bank transfer (automatic),24.35,1133.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
2288,2014-08-01,,One year,No,Credit card (automatic),29.45,1983.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
2290,2014-06-01,,Two year,Yes,Credit card (automatic),84.4,5746.75,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,Yes,0
2292,2018-05-01,2019-10-01,Month-to-month,Yes,Electronic check,45.05,770.6,DSL,No,No,No,No,No,No,Male,1,No,No,No,1
2294,2019-07-01,,One year,No,Mailed check,20.65,134.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
2296,2014-02-01,,Two year,Yes,Bank transfer (automatic),87.1,6230.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2298,2017-09-01,,Month-to-month,No,Mailed check,19.85,573.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
2300,2017-01-01,,Month-to-month,Yes,Electronic check,90.35,3419.3,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
2302,2017-03-01,2020-01-01,Month-to-month,Yes,Mailed check,109.8,3587.25,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
2304,2016-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.65,3541.35,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,Yes,1
2306,2015-03-01,,One year,No,Mailed check,65.5,3801.3,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,0
2308,2019-02-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,1
2310,2015-02-01,,Month-to-month,Yes,Electronic check,80.95,4859.1,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,Yes,Yes,0
2312,2017-11-01,,Month-to-month,Yes,Mailed check,56.15,1439.35,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
2314,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,85.8,85.8,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
2316,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,79.1,79.1,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,No,1
2318,2018-09-01,,Month-to-month,No,Mailed check,34.4,592.75,DSL,Yes,No,Yes,No,No,No,Male,0,Yes,No,No,0
2320,2015-04-01,,Two year,No,Mailed check,20.75,1185.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
2322,2020-01-01,,One year,No,Mailed check,18.8,18.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2323,2019-08-01,2019-11-01,Month-to-month,No,Mailed check,44.3,134.5,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
2325,2015-09-01,,Month-to-month,No,Electronic check,90.8,4921.2,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,0
2327,2017-03-01,,Month-to-month,Yes,Electronic check,25.6,901.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2329,2015-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),105.95,5341.8,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
2331,2014-06-01,,Two year,No,Credit card (automatic),70.8,4859.95,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
2334,2014-09-01,,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
2346,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,69.75,324.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
2348,2015-07-01,2019-10-01,Month-to-month,Yes,Electronic check,94.65,4812.75,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,1
2350,2015-12-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
2351,2019-05-01,,Month-to-month,Yes,Electronic check,76.85,663.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
2353,2019-06-01,,Two year,No,Mailed check,20.25,174.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2355,2018-12-01,,One year,Yes,Credit card (automatic),24.8,321.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
2357,2016-05-01,,Month-to-month,Yes,Electronic check,115.65,5125.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
2363,2014-08-01,,One year,Yes,Bank transfer (automatic),103.15,7031.3,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
2364,2014-02-01,,Two year,No,Credit card (automatic),72.1,5016.65,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,0
2366,2016-05-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
2368,2018-03-01,,Two year,No,Mailed check,25.1,611.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
2370,2017-07-01,2019-12-01,Month-to-month,Yes,Electronic check,78.9,2384.15,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
2372,2019-10-01,,Month-to-month,Yes,Electronic check,80.15,319.85,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
2374,2019-08-01,,Two year,No,Mailed check,25.4,153.3,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2376,2014-07-01,,One year,Yes,Credit card (automatic),105.4,7035.6,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,0
2378,2019-07-01,,Month-to-month,Yes,Mailed check,45.75,344.2,DSL,No,No,No,No,No,No,Male,1,No,Yes,No,0
2380,2015-06-01,,One year,Yes,Mailed check,24.45,1431.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2382,2014-02-01,,Two year,No,Credit card (automatic),25.0,1849.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
2384,2014-02-01,,Two year,Yes,Electronic check,85.25,6083.1,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
2386,2018-03-01,,Two year,No,Credit card (automatic),19.6,426.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2387,2017-03-01,,Month-to-month,No,Mailed check,50.15,1655.35,DSL,No,No,No,No,No,No,Female,0,No,Yes,Yes,0
4985,2019-02-01,,Month-to-month,No,Mailed check,34.0,442.45,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
5153,2019-06-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,DSL,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,1
5156,2019-12-01,,Month-to-month,No,Mailed check,24.3,38.45,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
5157,2019-07-01,2019-11-01,Month-to-month,No,Electronic check,77.85,299.2,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
5159,2015-11-01,,One year,No,Credit card (automatic),59.9,3043.6,DSL,Yes,No,No,Yes,No,No,Male,0,No,No,Yes,0
5161,2015-02-01,,One year,No,Credit card (automatic),23.95,1506.4,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
5163,2019-05-01,,One year,Yes,Mailed check,20.15,163.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5165,2019-07-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
2389,2017-11-01,,Month-to-month,Yes,Electronic check,70.55,1943.9,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
2391,2017-08-01,2019-10-01,Month-to-month,Yes,Electronic check,60.05,1616.15,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,Yes,1
2392,2019-02-01,,One year,No,Mailed check,26.4,314.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
2394,2016-10-01,,Two year,No,Mailed check,20.15,804.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
2396,2019-07-01,,Month-to-month,No,Mailed check,58.85,465.7,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
2399,2014-04-01,,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,Fiber optic,Yes,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
2401,2015-02-01,,Two year,No,Credit card (automatic),19.65,1161.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2403,2016-11-01,,One year,Yes,Credit card (automatic),25.25,947.75,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
2405,2014-02-01,,Two year,No,Credit card (automatic),114.45,8375.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
2407,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,34.7,34.7,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,1
2409,2015-08-01,,One year,Yes,Electronic check,70.7,3770.0,DSL,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
